label,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,feature 16
0,-2.135326,0.129773,-0.323316,0.702976,-0.529019,0.703089,-0.978047,0.889338,-1.585925,1.052881,-0.490133,-1.560368,0.723046,-1.793964,-0.531704,-2.7094
0,0.335358,-0.281774,0.21762,2.697605,-1.010301,2.080995,-2.563033,2.083396,0.137724,-0.506006,-0.819333,-1.743171,0.556247,0.98573,0.670132,-0.541575
1,-0.33427,1.022522,-0.280696,0.93096,-1.862032,-1.197243,-1.907104,-1.084861,-1.642751,0.667536,0.291353,-0.245117,0.018534,0.114446,0.334673,-0.586866
1,1.910389,0.751482,-0.317631,-0.210677,-1.329476,-1.365161,-2.890119,-0.91478,-1.803857,-0.47617,-0.957823,-0.134002,-0.11839,1.046098,-0.583456,2.247667
1,1.797073,0.115193,0.678078,1.358091,-1.500786,1.228664,0.301823,-0.950658,-0.265335,-0.634536,-1.856564,0.84564,1.305332,0.71773,-2.056687,-0.168614
0,0.436813,0.588829,0.914931,1.530026,1.281388,-0.79097,0.08536,3.054361,0.36135,0.526322,-0.040972,-0.834167,1.474458,-2.592425,0.731271,-0.172968
0,-2.404373,0.187144,0.115284,1.334863,0.845882,-0.631074,-1.051329,0.94454,-1.399099,-0.452212,0.093845,-0.691445,-0.447828,-1.157149,0.33729,-1.061531
1,0.238712,-1.707217,2.073508,-1.806988,-1.845269,0.229887,0.265328,-1.734374,-1.264723,0.408958,-1.017269,0.62229,-1.690679,0.805226,0.815963,1.47361
1,-1.260938,0.620836,1.60813,-0.396795,-0.796015,-0.310049,0.602619,1.053976,0.483202,0.247948,0.154487,-0.849645,-1.045293,0.230231,-1.127557,-0.311095
1,0.781439,2.560581,1.14249,0.291916,-1.607155,1.939131,0.526433,-0.798278,-0.822539,0.221799,0.619747,0.464347,0.64483,-1.068076,0.103705,0.613205
1,-0.21796,0.208189,-0.066042,-3.895709,-1.112464,0.412306,-0.10398,-1.048387,-1.202558,-0.078158,0.006837,-0.172,-1.147193,2.822581,-0.468794,0.212734
1,-1.540017,0.284172,0.626632,1.749801,-2.609482,1.548532,-0.472629,-1.699793,0.623046,-0.206482,0.029634,-0.95188,-1.292878,1.699505,0.698797,2.330751
0,0.794453,0.404425,-0.697828,3.234729,0.253895,1.228556,-0.088473,0.587527,-0.42339,1.744628,-0.595872,-0.952242,-0.368324,-1.42824,-0.185718,-0.265077
1,0.523964,0.771008,1.813116,0.866755,-0.358025,0.161988,0.879533,-1.109922,0.397749,-0.017515,-1.17261,-1.57791,1.017331,-2.600296,0.753068,-0.035686
1,-0.111124,-0.772458,-0.188632,0.440877,0.271671,1.023747,-0.953717,-0.49504,-0.325503,-0.356908,0.133739,-1.634443,0.898081,0.622519,-1.502429,1.589664
0,-1.800824,-0.020919,-0.797566,1.741147,-1.622691,-0.199898,0.287648,1.974672,-2.718187,0.326438,0.362727,0.854041,-0.642767,-0.61635,0.756942,0.76467
0,1.669086,0.349906,-0.69872,1.601948,-0.602684,-0.432632,-0.781172,1.827081,-1.067427,0.788738,1.245174,-1.28355,-1.305067,-0.003014,0.602575,-0.920168
1,0.373305,-0.381752,0.982277,-0.523934,0.215437,0.323946,0.207706,-1.119888,0.446221,0.297951,1.923448,0.484213,0.744519,1.302066,-0.041493,0.764923
0,-1.170073,0.046757,1.695138,0.49629,-1.098824,-0.513771,1.160399,-0.759915,0.211969,-2.440424,1.470948,-0.750575,1.449782,-1.344079,0.485082,0.836546
1,1.143648,1.209653,0.556503,0.435267,-0.839641,0.192971,1.743898,-0.175617,-0.111285,-0.207696,1.771895,1.643629,0.403208,1.404255,-0.826486,1.253664
1,-0.172524,0.933107,0.83926,-0.087641,-0.455304,-1.33981,0.160802,-0.495321,-0.095278,-1.032355,0.756686,0.359654,1.307056,-3.084777,-0.095972,0.712238
1,0.243182,0.207701,-0.885971,-2.427519,0.942189,-1.770957,-0.886252,-0.967086,1.605378,-2.401624,0.149071,-0.226123,0.062152,2.006353,-0.287196,1.658695
1,0.718201,-0.218919,1.81901,1.173507,0.046206,0.777655,0.140452,-1.600389,-0.544969,-0.281238,0.896562,0.200347,-0.90835,-3.634281,1.009613,2.056433
1,0.795081,-0.004757,1.022244,-0.279212,-0.304985,-0.194842,-0.467794,0.489236,0.755301,-0.444294,-0.46229,-0.50497,0.206823,-1.559953,-1.244892,-0.86736
1,-0.08552,-0.724537,-2.870891,1.573097,0.462026,1.324206,-0.5833,-1.439374,-1.079844,1.502941,1.444386,-0.085519,-0.364479,-1.194531,-0.011417,-1.835979
1,-1.097322,-0.090368,-0.690109,2.358834,0.511236,-0.783026,0.947609,-2.326641,0.082713,-0.308623,0.466952,2.65665,-1.453058,-3.485663,-0.238156,1.304367
0,-0.820075,0.022734,0.147474,-2.18418,1.817306,2.06501,0.861089,1.322272,0.361938,-0.856916,0.944884,1.263114,-0.634801,1.667407,0.018191,0.409966
1,0.098964,-0.128789,-0.643151,-1.13259,-1.937905,-0.143175,-0.213591,-0.92058,0.829564,-0.581484,-0.658453,-0.215697,1.368624,1.309766,0.945683,0.12872
1,0.408071,-2.135124,0.39998,-2.292921,0.661241,0.80026,-0.109064,-1.050572,-0.475107,1.530161,-0.046292,0.566939,-1.389984,1.85303,0.645711,-1.951056
1,-0.199112,-1.130344,-0.503233,-0.178437,-0.158446,0.236327,-0.805203,-1.941575,-0.072761,-0.132923,-0.232388,0.336071,0.138999,-0.557515,-0.443283,1.284606
0,-0.761197,-0.996892,0.516064,2.850628,0.518989,0.026021,0.976403,0.44701,1.320618,-0.070843,-0.259416,-0.603421,-0.00017,-2.245299,0.911629,0.543676
0,0.213056,-1.797777,-0.254285,0.897797,-2.436103,-0.70846,-0.842118,3.548538,-0.17891,2.121316,0.35345,-0.946788,1.958457,-1.61481,-0.198014,-0.679483
0,-0.18772,0.566714,1.739423,1.519654,-1.009715,1.601201,-0.676705,2.27815,-1.657386,0.457883,-0.646531,0.464244,-2.173836,-2.238769,-0.261369,-0.448225
1,-0.07055,1.266643,0.063323,-0.747778,-0.844455,0.135322,0.434995,-1.278557,-2.601305,-0.232518,0.352722,0.790024,0.081062,-0.050597,0.736195,-0.039035
1,-1.881684,-0.481629,-0.127057,-0.912517,-1.805261,-0.278137,0.47934,-0.993631,0.789098,-1.05642,-1.965601,-0.334539,-0.363256,1.143584,-1.150672,1.529836
0,1.333646,-0.032384,0.76336,-1.581797,1.958198,0.148789,0.726129,2.280292,-0.152977,0.442007,-0.451433,-0.509677,1.775335,0.298914,0.658219,1.549997
1,-0.837672,0.209647,1.025636,-0.02318,0.075437,1.579437,0.556228,-1.18038,1.034956,-0.962121,1.127004,-3.740912,-1.590666,0.572788,-0.286561,0.764818
0,0.456422,-0.752873,-0.711701,1.051618,-0.171462,-0.861128,1.205639,0.419371,0.243984,-0.236293,2.504105,-1.14045,1.389518,-0.077445,-0.572861,1.423409
1,-1.957105,-0.129841,-2.553772,0.798631,0.316947,0.57086,1.142041,-1.397525,0.808277,0.240955,0.482074,-0.330491,-0.659468,-0.136056,0.599004,-0.572654
1,-0.220658,-0.983109,0.591375,2.23484,0.757434,-0.447318,0.000199,0.997663,-0.674408,0.210204,2.05475,-0.377629,0.207093,-1.508819,-2.662151,-1.504498
1,-0.483977,0.01092,1.578475,-1.633384,0.195285,-0.294469,-0.085635,-1.382355,1.257643,-0.533919,-1.013347,-1.273919,-0.48631,1.50998,0.35972,0.081227
1,0.228031,0.721388,0.493537,2.840424,-0.16133,-1.684432,-0.862054,-2.552192,-0.54816,0.143716,-0.243262,0.884517,-0.981919,-1.935189,0.059988,-1.16774
0,1.711681,0.509305,-0.744162,0.043296,0.530102,-0.85919,-1.547685,-0.191853,-0.764914,-0.036729,0.188825,1.657242,-0.973091,0.749909,-0.925585,0.490974
0,-0.999603,-0.4811,0.116105,-0.097616,-1.173653,0.830098,0.344464,1.407283,0.128191,-0.766294,0.934973,-1.610731,-0.890054,-3.432657,0.7223,0.430427
0,1.857902,-0.527582,0.06416,0.983026,0.788533,0.288806,-0.960981,0.855163,0.457647,0.211962,0.241858,1.423692,1.477719,-0.474395,0.288646,-0.600393
1,0.539284,-0.982598,1.101047,3.420192,-0.956638,0.891373,1.340884,-3.432265,1.146043,-1.413506,-0.165942,-0.195474,0.160347,-1.338083,-0.736416,-1.153969
0,2.403266,0.429316,0.94654,1.266908,0.856873,1.776199,0.052236,1.40681,1.403226,-0.897852,-0.315859,0.116942,1.219391,-0.629393,-0.140715,0.796876
0,0.185796,1.011461,-0.035215,0.509402,-0.611641,0.994826,-0.39282,1.528413,0.257137,1.559972,2.907599,0.430563,-0.428591,-2.317511,-1.150266,-0.629771
0,0.299326,-1.019269,0.822324,-3.054157,2.22699,0.818725,0.008912,1.192539,-0.922595,0.926089,0.165037,-0.377671,-0.807812,1.177917,1.085428,0.17106
0,-1.698489,1.729204,-0.906085,2.249714,0.365206,-0.608409,-0.061627,-1.12794,1.218987,1.503332,0.735273,1.104236,0.41005,-1.179758,-1.170451,-0.156386
0,-0.731355,1.07774,-0.447384,1.087132,-2.123599,1.111953,-0.421924,3.263633,-0.551867,1.198219,-0.435261,0.755455,0.152822,-1.798566,0.00696,1.34706
0,0.341207,-0.247562,-1.019822,1.53992,-0.468231,0.710218,-0.945889,1.346374,-0.04476,0.430592,-1.543334,-2.084137,0.539246,-1.063619,0.116974,-0.882659
1,-0.723444,0.719146,0.055826,1.703887,-1.880706,-0.507621,-1.971684,-1.588611,1.263773,-0.971638,1.039713,1.074085,-0.265951,0.604644,0.557429,0.3512
0,-0.158995,0.737633,0.868347,-0.731476,-0.45913,-0.330507,-0.011524,-1.791116,-1.221929,-1.214583,-0.001188,-1.093657,-0.645136,-1.657489,-0.824995,0.022313
1,0.116714,-2.591879,-1.413744,-3.117082,-2.040032,-1.741085,-0.192909,-1.289903,-0.482171,-0.551427,0.177788,0.274787,0.18368,2.395409,-0.224684,1.328579
0,-0.042919,-1.049479,-0.025344,0.308053,2.189869,2.070688,-1.750191,3.179655,-0.224461,0.039107,-1.23467,0.388538,0.858244,-1.331246,-0.294335,-0.176336
1,0.54267,0.328732,0.540708,0.690381,-1.287395,-0.071202,0.386853,-0.642225,1.63951,1.320785,-1.4528,1.122335,-0.815737,-0.393534,0.584302,-0.696386
0,-0.655449,-0.756055,-1.289644,1.629593,-0.699109,0.213019,0.327485,0.737942,-1.74637,0.509447,-0.414732,-0.348883,-0.253229,-0.126741,-0.40357,0.339855
0,0.218696,-0.755672,-0.792866,-0.48914,-2.341456,-0.178083,-1.177613,0.560337,-0.303632,0.589169,1.705616,-0.178162,-0.392427,-1.88647,0.66634,-0.982722
0,-0.976087,-0.222933,-1.462408,1.173478,-1.213507,-0.097103,-1.623022,2.175191,-1.453648,0.79839,-0.656966,-0.979713,2.211976,-0.588837,0.403089,-1.112447
0,1.418787,-0.287387,1.039529,-0.163034,1.207216,-0.495351,-1.349658,0.643278,-0.728978,0.728563,0.432841,-0.793507,-0.223884,0.149615,-0.782778,1.057145
1,0.626179,-1.371014,0.353991,1.682492,-0.851767,-1.494943,0.381121,-1.326981,0.395941,-0.282992,-1.8876,0.787185,0.349794,-0.527215,-0.150311,-0.209128
0,1.291238,0.024476,-0.10875,-0.338763,-1.61874,0.081822,0.264221,1.526844,1.261225,-0.585058,-0.345714,1.020558,0.38333,-2.259041,0.662815,1.030658
0,1.005592,0.415048,0.342866,2.384074,1.163226,-1.433809,-0.789458,2.062276,1.587434,-0.493802,-1.630033,0.214919,1.62776,-2.981327,-0.100093,1.520365
1,-0.701034,-0.308549,-1.407151,-0.651798,-0.153199,-0.285761,-0.6586,-0.746407,-1.88844,-0.08199,1.099201,0.069328,0.439813,1.2906,-1.704851,-1.264967
1,-1.308845,0.927485,-0.502743,1.314854,-2.747904,0.579006,0.694438,-1.771991,-1.043677,1.724158,0.59348,-0.238106,0.931562,0.800263,-0.601704,-0.709102
0,0.236244,-0.781754,-0.478972,-0.770465,-1.044249,-0.481868,-0.4209,1.287535,0.757972,-0.798942,0.393645,-0.318223,1.264844,-2.923041,0.650839,0.056397
1,0.444607,0.364788,-0.394598,-1.853526,-0.357481,0.144883,-0.325813,-0.454414,1.595479,1.19135,0.522902,0.779241,0.590928,1.956847,0.310127,-0.840333
0,-1.856771,0.591371,-0.736392,0.259265,0.989496,-0.066619,0.007383,0.928566,-2.16652,0.116908,-0.602202,1.092415,-0.369489,-0.231572,0.231596,-1.774597
0,-1.969354,-0.928249,-0.193401,2.907528,-0.444624,-2.15018,0.62508,2.186672,0.689945,1.012534,1.022471,-1.440539,0.108786,0.552139,-0.497541,1.312477
0,0.703784,-0.98503,0.102722,-0.530056,1.701367,0.223267,-2.23364,1.033864,-0.606638,-0.774471,-0.974483,0.179181,1.080546,-0.473588,1.383763,-0.223882
1,-1.28433,1.15028,2.542577,-2.300143,0.619759,0.11944,-0.190542,-0.788465,0.351369,-0.466781,-0.364706,-0.249309,-0.449277,1.949574,-2.595282,-0.584856
1,0.041061,0.339367,-0.855699,0.311486,-0.473393,-0.005047,1.788904,-0.613649,-1.664367,0.538361,-0.743661,0.842308,1.955022,-2.464158,-0.16181,-0.578298
0,-0.134132,0.385039,0.029687,1.629526,-0.785059,0.505615,-0.75956,2.155861,-0.145399,1.125977,0.909961,-0.279462,-1.251392,-0.416359,-0.873343,0.884418
1,-0.04278,0.90678,-0.727816,-0.900676,-1.493934,-0.113113,0.787186,-1.779728,0.066472,-0.443161,-0.553684,-1.256661,-1.309375,0.022973,-0.614674,-0.71391
1,-0.079723,-0.778774,1.660007,-4.607971,-1.2678,-1.868255,-0.022563,-0.580703,1.192959,0.14554,2.452216,1.512963,0.7338,4.116843,-0.400235,0.06651
0,-1.209419,-0.38634,1.015266,-0.070382,-1.864113,-1.283338,0.888367,1.605361,-1.601826,3.090086,1.328022,0.54771,0.471958,-2.034243,0.772134,-0.822681
0,0.304128,1.637209,0.280284,2.193541,0.281219,0.192261,-0.987718,0.636394,-1.294127,-1.127257,0.713731,-1.024881,0.709326,-1.29852,0.525807,-1.229588
0,0.889982,-1.215981,-1.638602,-0.843545,-0.83232,0.037339,0.522338,-0.398769,0.634838,-0.124731,0.39491,0.06882,0.184885,-3.770398,0.290826,-1.73863
0,-0.326988,-0.649487,-0.154057,1.266334,-0.468962,0.186062,-0.109302,-0.152189,-0.130576,2.846092,1.371631,-1.484259,1.043615,-0.036805,1.600003,0.240493
0,-0.977793,-0.804913,1.1299,1.208145,0.65644,0.364043,-0.965136,-0.494522,0.058028,1.157771,0.482615,0.002402,-0.920367,-0.028026,2.153553,0.679225
0,-0.172146,-1.03022,0.594451,1.347949,0.327881,0.84234,0.660222,-0.957956,-0.075153,0.808124,1.515572,0.746263,-0.768775,-0.297137,-0.153259,1.313698
1,-0.097098,1.101008,1.120786,1.099026,-0.955599,-1.791407,-1.151871,-1.137319,-0.373487,-1.604933,-0.99849,1.624596,0.836553,-1.170801,-0.458649,0.551425
0,1.877455,2.95217,2.516929,0.855253,1.493002,-0.01986,0.530069,2.520934,-0.928639,0.601819,0.540857,1.333861,-0.344925,-1.265981,0.965242,-0.276549
0,-0.312445,1.661488,-0.554378,1.575223,0.265579,0.043178,0.358941,0.691849,0.268997,-1.164304,-1.522807,-0.59198,0.826139,-1.115957,1.474566,-1.196106
1,0.594723,1.356032,-1.28732,1.450423,-1.426562,-2.402467,-1.868474,-1.200681,-1.857407,-0.635606,-2.235284,0.108717,-1.211714,0.230475,-0.036279,-0.159684
1,0.927227,1.496012,-2.043231,0.60202,-0.783718,-0.958937,-1.568548,-1.075822,1.391134,0.169307,0.814535,1.777717,0.178614,-2.365711,1.542766,-1.575699
1,0.966805,1.37218,1.679512,2.239933,-1.16182,-2.177739,-0.792839,-2.351695,-1.771605,0.882109,-0.455264,-0.249089,0.86879,-1.096635,-0.842517,0.274481
1,-0.950059,0.756551,-0.183548,1.447298,-1.598731,-0.786781,-0.608897,-1.516661,0.333903,-0.490722,-1.768698,2.282105,0.894792,-0.166126,0.088819,0.891351
0,-0.522807,0.049667,-0.623142,0.962786,1.569714,0.71348,-0.379041,1.80825,0.478324,-0.166177,-1.278171,-0.129892,1.463532,-1.907457,-0.248081,0.788457
0,-1.344738,0.56404,-0.14231,-0.178769,0.770658,0.510019,0.273009,0.115556,-0.643982,0.413981,1.017111,-1.122987,-1.121766,0.393336,-1.738554,-0.5796
0,0.721912,-1.109904,1.157482,1.595091,-0.596683,0.664283,-0.625215,1.470861,-0.716654,0.392053,-0.231288,1.480603,-1.635677,-0.989158,0.902473,0.245761
0,0.74124,1.918736,0.247132,0.401307,1.001178,-0.113735,-1.771096,0.652799,-1.345294,0.81117,0.05721,-2.477771,-2.44704,-0.191554,-0.874768,-1.246555
